Any,Indicador,Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2021,Fons_Documentals,"Biblioteca Les Corts - Miquel Llongueras",60923,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2021,Fons_Documentals,"Biblioteca Montserrat Abelló",53017,,"Biblioteca inaugurada el 26 de gener de 2018.",04,"Les Corts",19,"les Corts",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2021,Fons_Documentals,"Biblioteca Canyelles",29670,,,08,"Nou Barris",49,Canyelles,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2021,Fons_Documentals,"Biblioteca Les Roquetes - Rafa Juncadella",36563,,,08,"Nou Barris",50,"les Roquetes",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2021,Fons_Documentals,"Biblioteca Nou Barris",74142,,,08,"Nou Barris",48,"la Guineueta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2021,Fons_Documentals,"Biblioteca Vilapicina i la Torre Llobeta",46426,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2021,Fons_Documentals,"Biblioteca Zona Nord",42503,,,08,"Nou Barris",54,"Torre Baró",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2021,Fons_Documentals,"Biblioteca Bon Pastor",43652,,,09,"Sant Andreu",59,"el Bon Pastor",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2021,Fons_Documentals,"Biblioteca Ignasi Iglésias - Can Fabra",132681,,,09,"Sant Andreu",60,"Sant Andreu",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2021,Fons_Documentals,"Biblioteca La Sagrera - Marina Clotet",49211,,,09,"Sant Andreu",61,"la Sagrera",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2021,Fons_Documentals,"Biblioteca Trinitat Vella - José Barbero",26852,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2021,Fons_Documentals,"Biblioteca Camp de l'Arpa - Caterina Albert",58015,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2021,Fons_Documentals,"Biblioteca El Clot - Josep Benet",50746,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2021,Fons_Documentals,"Biblioteca Poblenou - Manuel Arranz",58204,,,10,"Sant Martí",68,"el Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2021,Fons_Documentals,"Biblioteca Ramon d'Alòs-Moner",32741,,,10,"Sant Martí",70,"el Besòs i el Maresme",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2021,Fons_Documentals,"Biblioteca Sant Martí de Provençals",26587,,"Aquesta biblioteca va tancar definitivament el 18/12/2021.",10,"Sant Martí",72,"Sant Martí de Provençals",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2021,Fons_Documentals,"Biblioteca Xavier Benguerel",126538,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2021,Fons_Documentals,"Biblioteca Francesc Candel",61467,,,03,Sants-Montjuïc,13,"la Marina de Port",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2021,Fons_Documentals,"Biblioteca Poble Sec - Francesc Boix",38724,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2021,Fons_Documentals,"Biblioteca Vapor Vell",118299,,,03,Sants-Montjuïc,18,Sants,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2021,Fons_Documentals,"Biblioteca Clarà",52132,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2021,Fons_Documentals,"Biblioteca Collserola - Josep Miracle",26889,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2021,Fons_Documentals,"Biblioteca Sant Gervasi - Joan Maragall",65219,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2021,Metres_Quadrats,"Biblioteca Barceloneta - La Fraternitat",836,,,01,"Ciutat Vella",03,"la Barceloneta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2021,Metres_Quadrats,"Biblioteca Francesca Bonnemaison",1663,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2021,Metres_Quadrats,"Biblioteca Gòtic - Andreu Nin",994,,,01,"Ciutat Vella",02,"el Barri Gòtic",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2021,Metres_Quadrats,"Biblioteca Sant Pau - Santa Creu",1040,,,01,"Ciutat Vella",01,"el Raval",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2021,Metres_Quadrats,"Bibl. Esquerra de l'Eixample - Agustí Centelles",3097,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2021,Metres_Quadrats,"Bibl. Sagrada Família - J. M. Ainaud de Lasarte",2641,,,02,Eixample,06,"la Sagrada Família",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2021,Metres_Quadrats,"Biblioteca Fort Pienc",1091,,,02,Eixample,05,"el Fort Pienc",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2021,Metres_Quadrats,"Biblioteca Joan Miró",1072,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2021,Metres_Quadrats,"Biblioteca Sant Antoni - Joan Oliver",1480,,,02,Eixample,10,"Sant Antoni",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2021,Metres_Quadrats,"Biblioteca Sofia Barat",535,,,02,Eixample,07,"la Dreta de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2021,Metres_Quadrats,"Bibl. Vallcarca i els Penitents - M. Antonieta Cot",1225,,,06,Gràcia,28,"Vallcarca i els Penitents",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2021,Metres_Quadrats,"Biblioteca Jaume Fuster",5636,,,06,Gràcia,28,"Vallcarca i els Penitents",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2021,Metres_Quadrats,"Biblioteca Vila de Gràcia",1029,,,06,Gràcia,31,"la Vila de Gràcia",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2021,Metres_Quadrats,"Biblioteca El Carmel - Juan Marsé",2392,,,07,Horta-Guinardó,37,"el Carmel",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2021,Metres_Quadrats,"Biblioteca Guinardó - Mercè Rodoreda",2060,,,07,Horta-Guinardó,33,"el Baix Guinardó",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2021,Metres_Quadrats,"Biblioteca Horta - Can Mariner",1702,,,07,Horta-Guinardó,43,Horta,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2021,Metres_Quadrats,"Biblioteca Montbau - Albert Pérez Baró",753,,,07,Horta-Guinardó,40,Montbau,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2021,Metres_Quadrats,"Biblioteca Les Corts - Miquel Llongueras",1442,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2021,Metres_Quadrats,"Biblioteca Montserrat Abelló",3300,,"Biblioteca inaugurada el 26 de gener de 2018.",04,"Les Corts",19,"les Corts",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2021,Metres_Quadrats,"Biblioteca Canyelles",450,,,08,"Nou Barris",49,Canyelles,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2021,Metres_Quadrats,"Biblioteca Les Roquetes - Rafa Juncadella",1194,,,08,"Nou Barris",50,"les Roquetes",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2021,Metres_Quadrats,"Biblioteca Nou Barris",2010,,,08,"Nou Barris",48,"la Guineueta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2021,Metres_Quadrats,"Biblioteca Vilapicina i la Torre Llobeta",1400,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2021,Metres_Quadrats,"Biblioteca Zona Nord",1462,,,08,"Nou Barris",54,"Torre Baró",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2021,Metres_Quadrats,"Biblioteca Bon Pastor",1574,,,09,"Sant Andreu",59,"el Bon Pastor",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2021,Metres_Quadrats,"Biblioteca Ignasi Iglésias - Can Fabra",3446,,,09,"Sant Andreu",60,"Sant Andreu",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2021,Metres_Quadrats,"Biblioteca La Sagrera - Marina Clotet",2212,,,09,"Sant Andreu",61,"la Sagrera",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2021,Metres_Quadrats,"Biblioteca Trinitat Vella - José Barbero",1297,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2021,Metres_Quadrats,"Biblioteca Camp de l'Arpa - Caterina Albert",2489,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2021,Metres_Quadrats,"Biblioteca El Clot - Josep Benet",1732,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2021,Metres_Quadrats,"Biblioteca Poblenou - Manuel Arranz",1550,,,10,"Sant Martí",68,"el Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2021,Metres_Quadrats,"Biblioteca Ramon d'Alòs-Moner",380,,,10,"Sant Martí",70,"el Besòs i el Maresme",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2021,Metres_Quadrats,"Biblioteca Sant Martí de Provençals",280,,"Aquesta biblioteca va tancar definitivament el 18/12/2021.",10,"Sant Martí",72,"Sant Martí de Provençals",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2021,Metres_Quadrats,"Biblioteca Xavier Benguerel",1960,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2021,Metres_Quadrats,"Biblioteca Francesc Candel",2091,,,03,Sants-Montjuïc,13,"la Marina de Port",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2021,Metres_Quadrats,"Biblioteca Poble Sec - Francesc Boix",539,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2021,Metres_Quadrats,"Biblioteca Vapor Vell",2087,,,03,Sants-Montjuïc,18,Sants,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2021,Metres_Quadrats,"Biblioteca Clarà",762,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2021,Metres_Quadrats,"Biblioteca Collserola - Josep Miracle",468,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2021,Metres_Quadrats,"Biblioteca Sant Gervasi - Joan Maragall",2396,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2021,Nombre_Activitats,"Biblioteca Barceloneta - La Fraternitat",21,,,01,"Ciutat Vella",03,"la Barceloneta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2021,Nombre_Activitats,"Biblioteca Francesca Bonnemaison",53,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2021,Nombre_Activitats,"Biblioteca Gòtic - Andreu Nin",17,,,01,"Ciutat Vella",02,"el Barri Gòtic",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2021,Nombre_Activitats,"Biblioteca Sant Pau - Santa Creu",30,,,01,"Ciutat Vella",01,"el Raval",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2021,Nombre_Activitats,"Bibl. Esquerra de l'Eixample - Agustí Centelles",31,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2021,Nombre_Activitats,"Bibl. Sagrada Família - J. M. Ainaud de Lasarte",57,,,02,Eixample,06,"la Sagrada Família",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2021,Nombre_Activitats,"Biblioteca Fort Pienc",33,,,02,Eixample,05,"el Fort Pienc",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2021,Nombre_Activitats,"Biblioteca Joan Miró",26,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2021,Nombre_Activitats,"Biblioteca Sant Antoni - Joan Oliver",29,,,02,Eixample,10,"Sant Antoni",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2021,Nombre_Activitats,"Biblioteca Sofia Barat",46,,,02,Eixample,07,"la Dreta de l'Eixample",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2021,Nombre_Activitats,"Bibl. Vallcarca i els Penitents - M. Antonieta Cot",72,,,06,Gràcia,28,"Vallcarca i els Penitents",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2021,Nombre_Activitats,"Biblioteca Jaume Fuster",74,,,06,Gràcia,28,"Vallcarca i els Penitents",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2021,Nombre_Activitats,"Biblioteca Vila de Gràcia",46,,,06,Gràcia,31,"la Vila de Gràcia",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2021,Nombre_Activitats,"Biblioteca El Carmel - Juan Marsé",64,,,07,Horta-Guinardó,37,"el Carmel",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2021,Nombre_Activitats,"Biblioteca Guinardó - Mercè Rodoreda",42,,,07,Horta-Guinardó,33,"el Baix Guinardó",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2021,Nombre_Activitats,"Biblioteca Horta - Can Mariner",48,,,07,Horta-Guinardó,43,Horta,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2021,Nombre_Activitats,"Biblioteca Montbau - Albert Pérez Baró",33,,,07,Horta-Guinardó,40,Montbau,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2021,Nombre_Activitats,"Biblioteca Les Corts - Miquel Llongueras",40,,,04,"Les Corts",20,"la Maternitat i Sant Ramon",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2021,Nombre_Activitats,"Biblioteca Montserrat Abelló",96,,"Biblioteca inaugurada el 26 de gener de 2018.",04,"Les Corts",19,"les Corts",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2021,Nombre_Activitats,"Biblioteca Canyelles",26,,,08,"Nou Barris",49,Canyelles,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2021,Nombre_Activitats,"Biblioteca Les Roquetes - Rafa Juncadella",54,,,08,"Nou Barris",50,"les Roquetes",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2021,Nombre_Activitats,"Biblioteca Nou Barris",73,,,08,"Nou Barris",48,"la Guineueta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2021,Nombre_Activitats,"Biblioteca Vilapicina i la Torre Llobeta",52,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2021,Nombre_Activitats,"Biblioteca Zona Nord",126,,,08,"Nou Barris",54,"Torre Baró",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2021,Nombre_Activitats,"Biblioteca Bon Pastor",245,,,09,"Sant Andreu",59,"el Bon Pastor",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2021,Nombre_Activitats,"Biblioteca Ignasi Iglésias - Can Fabra",396,,,09,"Sant Andreu",60,"Sant Andreu",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2021,Nombre_Activitats,"Biblioteca La Sagrera - Marina Clotet",60,,,09,"Sant Andreu",61,"la Sagrera",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2021,Nombre_Activitats,"Biblioteca Trinitat Vella - José Barbero",79,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2021,Nombre_Activitats,"Biblioteca Camp de l'Arpa - Caterina Albert",49,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2021,Nombre_Activitats,"Biblioteca El Clot - Josep Benet",39,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2021,Nombre_Activitats,"Biblioteca Poblenou - Manuel Arranz",43,,,10,"Sant Martí",68,"el Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2021,Nombre_Activitats,"Biblioteca Ramon d'Alòs-Moner",26,,,10,"Sant Martí",70,"el Besòs i el Maresme",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2021,Nombre_Activitats,"Biblioteca Sant Martí de Provençals",14,,"Aquesta biblioteca va tancar definitivament el 18/12/2021.",10,"Sant Martí",72,"Sant Martí de Provençals",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2021,Nombre_Activitats,"Biblioteca Xavier Benguerel",38,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2021,Nombre_Activitats,"Biblioteca Francesc Candel",55,,,03,Sants-Montjuïc,13,"la Marina de Port",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2021,Nombre_Activitats,"Biblioteca Poble Sec - Francesc Boix",38,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2021,Nombre_Activitats,"Biblioteca Vapor Vell",68,,,03,Sants-Montjuïc,18,Sants,Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2021,Nombre_Activitats,"Biblioteca Clarà",27,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres",Municipal,"Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
